Date,Close
1/2/2018 16:00:00,98.94
1/3/2018 16:00:00,99.55
1/4/2018 16:00:00,100.85
1/5/2018 16:00:00,101.08
1/8/2018 16:00:00,100.15
1/9/2018 16:00:00,100.52
1/10/2018 16:00:00,101.22
1/11/2018 16:00:00,100.73
1/12/2018 16:00:00,100.97
1/16/2018 16:00:00,100.34
1/17/2018 16:00:00,100.76
1/18/2018 16:00:00,99.86
1/19/2018 16:00:00,98.03
1/22/2018 16:00:00,98.32
1/23/2018 16:00:00,97.98
1/24/2018 16:00:00,99.3
1/25/2018 16:00:00,99.69
1/26/2018 16:00:00,99.63
1/29/2018 16:00:00,99.41
1/30/2018 16:00:00,98.71
1/31/2018 16:00:00,99.4
2/1/2018 16:00:00,100
2/2/2018 16:00:00,96.68
2/5/2018 16:00:00,92.01
2/6/2018 16:00:00,94.18
2/7/2018 16:00:00,93.61
2/8/2018 16:00:00,88.34
2/9/2018 16:00:00,91.72
2/12/2018 16:00:00,94.7
2/13/2018 16:00:00,94.56
2/14/2018 16:00:00,96.23
2/15/2018 16:00:00,96.56
2/16/2018 16:00:00,96.79
2/20/2018 16:00:00,97.19
2/21/2018 16:00:00,97.5
2/22/2018 16:00:00,97.35
2/23/2018 16:00:00,98.8
2/26/2018 16:00:00,101.64
2/27/2018 16:00:00,99.58
2/28/2018 16:00:00,97.51
3/1/2018 16:00:00,95.14
3/2/2018 16:00:00,95.6
3/5/2018 16:00:00,96.66
3/6/2018 16:00:00,96.07
3/7/2018 16:00:00,95.64
3/8/2018 16:00:00,96.59
3/9/2018 16:00:00,99.05
3/12/2018 16:00:00,97.67
3/13/2018 16:00:00,95.37
3/14/2018 16:00:00,94.53
3/15/2018 16:00:00,94.39
3/16/2018 16:00:00,95.61
3/19/2018 16:00:00,94.84
3/20/2018 16:00:00,94.95
3/21/2018 16:00:00,94.74
3/22/2018 16:00:00,91.41
3/23/2018 16:00:00,90.45
3/26/2018 16:00:00,92.62
3/27/2018 16:00:00,91.42
3/28/2018 16:00:00,92.21
3/29/2018 16:00:00,93.28
4/2/2018 16:00:00,91
4/3/2018 16:00:00,92.74
4/4/2018 16:00:00,93.58
4/5/2018 16:00:00,94.2
4/6/2018 16:00:00,91.91
4/9/2018 16:00:00,92.14
4/10/2018 16:00:00,93
4/11/2018 16:00:00,91.6
4/12/2018 16:00:00,93.35
4/13/2018 16:00:00,93.03
4/16/2018 16:00:00,93.6
4/17/2018 16:00:00,93.86
4/18/2018 16:00:00,95.15
4/19/2018 16:00:00,102.37
4/20/2018 16:00:00,100.79
4/23/2018 16:00:00,100.61
4/24/2018 16:00:00,100.44
4/25/2018 16:00:00,98.78
4/26/2018 16:00:00,100.23
4/27/2018 16:00:00,99.61
4/30/2018 16:00:00,98.75
5/1/2018 16:00:00,98.58
5/2/2018 16:00:00,97.63
5/3/2018 16:00:00,97.14
5/4/2018 16:00:00,98.35
5/7/2018 16:00:00,98.58
5/8/2018 16:00:00,99.74
5/9/2018 16:00:00,100.5
5/10/2018 16:00:00,101.38
5/11/2018 16:00:00,101.42
5/14/2018 16:00:00,101.29
5/15/2018 16:00:00,100.74
5/16/2018 16:00:00,100.59
5/17/2018 16:00:00,101.22
5/18/2018 16:00:00,100.99
5/21/2018 16:00:00,102.04
5/22/2018 16:00:00,102.7
5/23/2018 16:00:00,101.93
5/24/2018 16:00:00,102.01
5/25/2018 16:00:00,101.1
5/29/2018 16:00:00,97.72
5/30/2018 16:00:00,98.99
5/31/2018 16:00:00,98.3
6/1/2018 16:00:00,98.25
6/4/2018 16:00:00,99.45
6/5/2018 16:00:00,99.31
6/6/2018 16:00:00,100.97
6/7/2018 16:00:00,101.48
6/8/2018 16:00:00,101
6/11/2018 16:00:00,101.2
6/12/2018 16:00:00,100.73
6/13/2018 16:00:00,100.02
6/14/2018 16:00:00,99.76
6/15/2018 16:00:00,98.52
6/18/2018 16:00:00,98.47
6/19/2018 16:00:00,97.14
6/20/2018 16:00:00,96.42
6/21/2018 16:00:00,96.63
6/22/2018 16:00:00,97.23
6/25/2018 16:00:00,98.54
6/26/2018 16:00:00,98.21
6/27/2018 16:00:00,96.96
6/28/2018 16:00:00,96.97
6/29/2018 16:00:00,98
7/2/2018 16:00:00,99
7/3/2018 13:00:00,97.84
7/5/2018 16:00:00,98.53
7/6/2018 16:00:00,98.52
7/9/2018 16:00:00,99.91
7/10/2018 16:00:00,99.91
7/11/2018 16:00:00,100.3
7/12/2018 16:00:00,101.15
7/13/2018 16:00:00,100.5
7/16/2018 16:00:00,100.69
7/17/2018 16:00:00,101.15
7/18/2018 16:00:00,102.98
7/19/2018 16:00:00,100.17
7/20/2018 16:00:00,100.15
7/23/2018 16:00:00,101.22
7/24/2018 16:00:00,101.71
7/25/2018 16:00:00,102.63
7/26/2018 16:00:00,102.5
7/27/2018 16:00:00,103.85
7/30/2018 16:00:00,100.85
7/31/2018 16:00:00,99.52
8/1/2018 16:00:00,99.45
8/2/2018 16:00:00,99.73
8/3/2018 16:00:00,100.79
8/6/2018 16:00:00,100.92
8/7/2018 16:00:00,101.97
8/8/2018 16:00:00,102.78
8/9/2018 16:00:00,102.99
8/10/2018 16:00:00,101.58
8/13/2018 16:00:00,101.81
8/14/2018 16:00:00,102.18
8/15/2018 16:00:00,101.51
8/16/2018 16:00:00,102.65
8/17/2018 16:00:00,103.03
8/20/2018 16:00:00,103.83
8/21/2018 16:00:00,104.81
8/22/2018 16:00:00,105.83
8/23/2018 16:00:00,105.37
8/24/2018 16:00:00,105.76
8/27/2018 16:00:00,107.05
8/28/2018 16:00:00,107.28
8/29/2018 16:00:00,106.71
8/30/2018 16:00:00,106.23
8/31/2018 16:00:00,105.98
9/4/2018 16:00:00,107.01
9/5/2018 16:00:00,105.68
9/6/2018 16:00:00,105.4
9/7/2018 16:00:00,106.08
9/10/2018 16:00:00,107.29
9/11/2018 16:00:00,108.31
9/12/2018 16:00:00,107.88
9/13/2018 16:00:00,108.66
9/14/2018 16:00:00,109.56
9/17/2018 16:00:00,109.2
9/18/2018 16:00:00,109.64
9/19/2018 16:00:00,110.1
9/20/2018 16:00:00,111.11
9/21/2018 16:00:00,110.9
9/24/2018 16:00:00,109.85
9/25/2018 16:00:00,109.87
9/26/2018 16:00:00,108.01
9/27/2018 16:00:00,107.85
9/28/2018 16:00:00,106.49
10/1/2018 16:00:00,107.9
10/2/2018 16:00:00,108.39
10/3/2018 16:00:00,108.45
10/4/2018 16:00:00,107.74
10/5/2018 16:00:00,107.23
10/8/2018 16:00:00,106.99
10/9/2018 16:00:00,106.66
10/10/2018 16:00:00,103.57
10/11/2018 16:00:00,101.58
10/12/2018 16:00:00,103
10/15/2018 16:00:00,102.62
10/16/2018 16:00:00,104.27
10/17/2018 16:00:00,104.34
10/18/2018 16:00:00,102.84
10/19/2018 16:00:00,106.73
10/22/2018 16:00:00,104.51
10/23/2018 16:00:00,104.38
10/24/2018 16:00:00,101.84
10/25/2018 16:00:00,103.6
10/26/2018 16:00:00,101.25
10/29/2018 16:00:00,101.19
10/30/2018 16:00:00,102.08
10/31/2018 16:00:00,102.73
11/1/2018 16:00:00,104.04
11/2/2018 16:00:00,103.71
11/5/2018 16:00:00,105.21
11/6/2018 16:00:00,104.98
11/7/2018 16:00:00,107.31
11/8/2018 16:00:00,108.5
11/9/2018 16:00:00,108.28
11/12/2018 16:00:00,106.49
11/13/2018 16:00:00,107.86
11/14/2018 16:00:00,107.77
11/15/2018 16:00:00,109.6
11/16/2018 16:00:00,109.46
11/19/2018 16:00:00,108.25
11/20/2018 16:00:00,106.09
11/21/2018 16:00:00,106.5
11/23/2018 13:00:00,105.74
11/26/2018 16:00:00,109.68
11/27/2018 16:00:00,110.11
11/28/2018 16:00:00,112.89
11/29/2018 16:00:00,111.31
11/30/2018 16:00:00,112.27
12/3/2018 16:00:00,112.36
12/4/2018 16:00:00,107.64
12/6/2018 16:00:00,108.25
12/7/2018 16:00:00,106.68
12/10/2018 16:00:00,105.79
12/11/2018 16:00:00,105.4
12/12/2018 16:00:00,107.48
12/13/2018 16:00:00,106.7
12/14/2018 16:00:00,105.7
12/17/2018 16:00:00,101.18
12/18/2018 16:00:00,101.02
12/19/2018 16:00:00,98.77
12/20/2018 16:00:00,95.77
12/21/2018 16:00:00,91.33
12/24/2018 13:00:00,89.5
12/26/2018 16:00:00,93.84
12/27/2018 16:00:00,94.68
12/28/2018 16:00:00,94.42
12/31/2018 16:00:00,95.32
1/2/2019 16:00:00,95.68
1/3/2019 16:00:00,93.43
1/4/2019 16:00:00,97.64
1/7/2019 16:00:00,98.17
1/8/2019 16:00:00,98.65
1/9/2019 16:00:00,98.83
1/10/2019 16:00:00,98.26
1/11/2019 16:00:00,98.55
1/14/2019 16:00:00,98.44
1/15/2019 16:00:00,97.99
1/16/2019 16:00:00,99.41
1/17/2019 16:00:00,99.49
1/18/2019 16:00:00,100.48
1/22/2019 16:00:00,99.83
1/23/2019 16:00:00,99.71
1/24/2019 16:00:00,99.72
1/25/2019 16:00:00,100.77
1/28/2019 16:00:00,100.38
1/29/2019 16:00:00,100.96
1/30/2019 16:00:00,102.67
1/31/2019 16:00:00,102.7
2/1/2019 16:00:00,103.06
2/4/2019 16:00:00,103.42
2/5/2019 16:00:00,103.9
2/6/2019 16:00:00,104.96
2/7/2019 16:00:00,104.39
2/8/2019 16:00:00,104.52
2/11/2019 16:00:00,105.41
2/12/2019 16:00:00,107
2/13/2019 16:00:00,107.56
2/14/2019 16:00:00,106.62
2/15/2019 16:00:00,107.38
2/19/2019 16:00:00,106.5
2/20/2019 16:00:00,106.78
2/21/2019 16:00:00,106.61
2/22/2019 16:00:00,107.44
2/25/2019 16:00:00,106.93
2/26/2019 16:00:00,106.94
2/27/2019 16:00:00,107.42
2/28/2019 16:00:00,107.74
3/1/2019 16:00:00,108.9
3/4/2019 16:00:00,109
3/5/2019 16:00:00,108.85
3/6/2019 16:00:00,108.98
3/7/2019 16:00:00,107.86
3/8/2019 16:00:00,107.98
3/11/2019 16:00:00,109.56
3/12/2019 16:00:00,110.43
3/13/2019 16:00:00,112.14
3/14/2019 16:00:00,112.35
3/15/2019 16:00:00,113.52
3/18/2019 16:00:00,113.55
3/19/2019 16:00:00,112.67
3/20/2019 16:00:00,110.77
3/21/2019 16:00:00,111.82
3/22/2019 16:00:00,109.46
3/25/2019 16:00:00,109.04
3/26/2019 16:00:00,109.5
3/27/2019 16:00:00,108.98
3/28/2019 16:00:00,109.16
3/29/2019 16:00:00,109.3
4/1/2019 16:00:00,111.7
4/2/2019 16:00:00,111
4/3/2019 16:00:00,110.56
4/4/2019 16:00:00,110.12
4/5/2019 16:00:00,110.96
4/8/2019 16:00:00,110.7
4/9/2019 16:00:00,109.85
4/10/2019 16:00:00,110.16
4/11/2019 16:00:00,109.85
4/12/2019 16:00:00,110.91
4/15/2019 16:00:00,110.53
4/16/2019 16:00:00,111.88
4/17/2019 16:00:00,111.76
4/18/2019 16:00:00,113.67
4/22/2019 16:00:00,112.33
4/23/2019 16:00:00,113.97
4/24/2019 16:00:00,114.02
4/25/2019 16:00:00,115.88
4/26/2019 16:00:00,117.6
4/29/2019 16:00:00,116.76
4/30/2019 16:00:00,117.23
5/1/2019 16:00:00,117.02
5/2/2019 16:00:00,117.25
5/3/2019 16:00:00,119.35
5/6/2019 16:00:00,119.34
5/7/2019 16:00:00,118.22
5/8/2019 16:00:00,117.49
5/9/2019 16:00:00,117.26
5/10/2019 16:00:00,118.46
5/13/2019 16:00:00,115.9
5/14/2019 16:00:00,117.01
5/15/2019 16:00:00,117.66
5/16/2019 16:00:00,119.84
5/17/2019 16:00:00,119.07
5/20/2019 16:00:00,119.84
5/21/2019 16:00:00,120.55
5/22/2019 16:00:00,120.01
5/23/2019 16:00:00,118.43
5/24/2019 16:00:00,119.51
5/28/2019 16:00:00,118.17
5/29/2019 16:00:00,117.01
5/30/2019 16:00:00,116.74
5/31/2019 16:00:00,114.71
6/3/2019 16:00:00,114.62
6/4/2019 16:00:00,116.85
6/5/2019 16:00:00,118.12
6/6/2019 16:00:00,119.43
6/7/2019 16:00:00,121.11
6/10/2019 16:00:00,122.66
6/11/2019 16:00:00,123.23
6/12/2019 16:00:00,122.03
