Date,Close
1/2/2018 16:00:00,197.22
1/3/2018 16:00:00,199.79
1/4/2018 16:00:00,200.69
1/5/2018 16:00:00,201.42
1/8/2018 16:00:00,202.74
1/9/2018 16:00:00,203.02
1/10/2018 16:00:00,205.61
1/11/2018 16:00:00,206.69
1/12/2018 16:00:00,210.16
1/16/2018 16:00:00,210.29
1/17/2018 16:00:00,214.16
1/18/2018 16:00:00,213.19
1/19/2018 16:00:00,213.25
1/22/2018 16:00:00,215.97
1/23/2018 16:00:00,215.56
1/24/2018 16:00:00,215.61
1/25/2018 16:00:00,215.1
1/26/2018 16:00:00,217.19
1/29/2018 16:00:00,215.46
1/30/2018 16:00:00,214.41
1/31/2018 16:00:00,214.38
2/1/2018 16:00:00,217.25
2/2/2018 16:00:00,209.12
2/5/2018 16:00:00,196.8
2/6/2018 16:00:00,201.24
2/7/2018 16:00:00,200.37
2/8/2018 16:00:00,191.42
2/9/2018 16:00:00,196.02
2/12/2018 16:00:00,198.89
2/13/2018 16:00:00,197.99
2/14/2018 16:00:00,200.54
2/15/2018 16:00:00,203.9
2/16/2018 16:00:00,203.79
2/20/2018 16:00:00,203.05
2/21/2018 16:00:00,201.02
2/22/2018 16:00:00,200.73
2/23/2018 16:00:00,202.76
2/26/2018 16:00:00,210.62
2/27/2018 16:00:00,209.66
2/28/2018 16:00:00,207.2
3/1/2018 16:00:00,201.53
3/2/2018 16:00:00,201.34
3/5/2018 16:00:00,203.24
3/6/2018 16:00:00,204.55
3/7/2018 16:00:00,204.3
3/8/2018 16:00:00,205.29
3/9/2018 16:00:00,212.94
3/12/2018 16:00:00,211.82
3/13/2018 16:00:00,209.13
3/14/2018 16:00:00,206.99
3/15/2018 16:00:00,207.82
3/16/2018 16:00:00,206.96
3/19/2018 16:00:00,203.99
3/20/2018 16:00:00,204.75
3/21/2018 16:00:00,204.83
3/22/2018 16:00:00,197.63
3/23/2018 16:00:00,192.46
3/26/2018 16:00:00,199.34
3/27/2018 16:00:00,196.15
3/28/2018 16:00:00,196.67
3/29/2018 16:00:00,199.48
4/2/2018 16:00:00,195
4/3/2018 16:00:00,197.96
4/4/2018 16:00:00,200.11
4/5/2018 16:00:00,200.85
